"rgn_id","species","sust_coeff"
8,"Soles nei",0.444010417
5,"Soles nei",0.444010417
7,"Soles nei",0.444010417
10,"Soles nei",0.444010417
3,"Soles nei",0.444010417
2,"Spinous spider crab",0.416666667
9,"Spinous spider crab",0.416666667
6,"Spinous spider crab",0.416666667
1,"Spinous spider crab",0.416666667
4,"Spinous spider crab",0.416666667
8,"Spinous spider crab",0.416666667
5,"Spinous spider crab",0.416666667
7,"Spinous spider crab",0.416666667
10,"Spinous spider crab",0.416666667
3,"Spinous spider crab",0.416666667
2,"Striped venus",0.811764706
9,"Striped venus",0.811764706
6,"Striped venus",0.811764706
1,"Striped venus",0.811764706
4,"Striped venus",0.811764706
8,"Striped venus",0.811764706
5,"Striped venus",0.811764706
7,"Striped venus",0.811764706
10,"Striped venus",0.811764706
3,"Striped venus",0.811764706
2,"Turbot",0.5
9,"Turbot",0.5
6,"Turbot",0.5
1,"Turbot",0.5
4,"Turbot",0.5
8,"Turbot",0.5
5,"Turbot",0.5
7,"Turbot",0.5
10,"Turbot",0.5
3,"Turbot",0.5
2,"Warty venus",0.811764706
9,"Warty venus",0.811764706
6,"Warty venus",0.811764706
1,"Warty venus",0.811764706
4,"Warty venus",0.811764706
8,"Warty venus",0.811764706
5,"Warty venus",0.811764706
7,"Warty venus",0.811764706
10,"Warty venus",0.811764706
3,"Warty venus",0.811764706
2,"White seabream",0.444010417
9,"White seabream",0.444010417
6,"White seabream",0.444010417
1,"White seabream",0.444010417
4,"White seabream",0.444010417
8,"White seabream",0.444010417
5,"White seabream",0.444010417
7,"White seabream",0.444010417
10,"White seabream",0.444010417
3,"White seabream",0.444010417
